,pdb,chain,CATH Domain,Class Number,Architecture Number,Topology Number,Superfamily Number,S35 Number,S60 Number,S95 Number,S100 Number,S100 Count Number,Domain Length,Resolution
12437,3hem,A,3hemA00,3,40,50,150,212,3,1,1,1,291,2.39
2834,1g4i,A,1g4iA00,1,20,90,10,2,1,1,1,1,123,0.97
1531,5l4q,B,5l4qB00,1,10,510,10,128,1,1,1,1,287,1.97
2336,2ymy,B,2ymyB00,1,20,5,110,26,1,1,1,1,41,1.69
4710,2gfu,A,2gfuA00,2,30,30,140,77,1,1,1,1,134,999.0
5569,5aeo,A,5aeoA00,2,40,128,480,1,2,1,1,1,110,1.8
393,2k40,A,2k40A00,1,10,10,60,7,2,1,1,1,67,999.0
8616,1nww,A,1nwwA00,3,10,450,50,2,1,1,1,1,145,1.2
6073,1x5x,A,1x5xA00,2,60,40,10,821,1,1,1,1,109,999.0
3958,1nxc,A,1nxcA00,1,50,10,10,21,1,1,1,1,467,1.51
5104,3sul,A,3sulA00,2,40,40,10,4,4,1,1,1,121,1.63
2218,1sg7,A,1sg7A00,1,10,1740,70,1,1,1,1,1,75,999.0
3857,1k8k,G,1k8kG00,1,25,40,190,1,1,1,1,1,139,2.0
8887,2dqw,A,2dqwA00,3,20,20,20,6,3,1,1,1,250,1.65
16958,4wj3,A,4wj3A00,3,90,1300,10,4,5,1,1,1,483,3.71
7021,4xae,B,4xaeB00,2,60,120,330,9,1,1,1,1,319,2.77
5938,1wwb,X,1wwbX00,2,60,40,10,179,3,1,1,1,103,2.1
1236,4h63,K,4h63K00,1,10,287,3490,2,1,1,1,1,98,3.4
10336,4iuf,A,4iufA00,3,30,70,330,96,1,1,1,1,77,2.75
2235,4hzu,S,4hzuS00,1,10,1760,20,11,1,1,1,1,164,3.53
2135,1v2z,A,1v2zA00,1,10,1240,30,1,1,1,1,1,106,1.8
16040,2qjc,A,2qjcA00,3,60,21,10,33,1,1,1,1,219,2.05
3169,5tcm,B,5tcmB00,1,20,920,10,25,2,1,1,1,115,2.2
14774,5im2,A,5im2A00,3,40,190,170,14,2,1,1,1,322,1.7
14454,2k6g,A,2k6gA00,3,40,50,10190,49,1,1,1,1,109,999.0
11267,3rt2,A,3rt2A00,3,30,530,20,5,1,1,1,1,171,1.5
3690,2v5f,A,2v5fA00,1,25,40,10,59,2,1,1,1,97,2.03
7564,3g4e,A,3g4eA00,2,120,10,30,2,2,1,1,1,297,1.42
2057,3ce7,A,3ce7A00,1,10,1200,10,6,1,1,1,1,90,1.64
684,1bea,A,1beaA00,1,10,110,10,7,1,1,1,1,116,1.95
12761,2dyk,A,2dykA00,3,40,50,300,209,3,1,1,1,150,1.96
4428,1vx7,Z,1vx7Z00,2,30,30,30,25,2,1,1,1,121,1000.0
12671,3ch4,B,3ch4B00,3,40,50,300,106,1,1,1,1,188,1.76
12455,3o7w,A,3o7wA00,3,40,50,150,255,1,1,1,1,282,2.0
16469,1g0s,A,1g0sA00,3,90,79,10,60,1,1,1,1,201,1.9
3622,1lrv,A,1lrvA00,1,25,10,10,65,1,1,1,1,233,2.6
5844,2x1o,A,2x1oA00,2,60,40,10,52,3,1,1,1,120,1.34
4648,1n9r,B,1n9rB00,2,30,30,100,34,1,1,1,1,69,2.8
14915,4l63,A,4l63A00,3,40,390,10,24,1,1,1,1,249,1.8
6115,3n5a,A,3n5aA00,2,60,40,150,5,1,1,1,1,138,1.44
5606,3cgl,C,3cglC00,2,40,155,10,2,9,1,1,1,220,2.09
7260,4uu4,A,4uu4A00,2,60,450,10,3,1,1,1,1,143,2.75
8830,2yzi,B,2yziB00,3,10,580,10,29,1,1,1,1,129,2.25
15001,3d4u,A,3d4uA00,3,40,630,10,4,4,1,1,1,296,1.7
8164,2bpd,B,2bpdB00,3,10,100,10,6,2,1,1,1,129,1.5
8163,1ypq,A,1ypqA00,3,10,100,10,6,1,1,1,1,131,1.4
3134,4wx0,B,4wx0B00,1,20,910,10,18,1,1,1,1,255,1.7
226,1zlj,A,1zljA00,1,10,10,10,240,1,1,1,1,67,2.0
4849,1ujv,A,1ujvA00,2,30,42,10,52,2,1,1,1,96,999.0
7662,1xks,A,1xksA00,2,130,10,10,80,1,1,1,1,374,2.35
2202,2vz4,A,2vz4A00,1,10,1660,10,7,1,1,1,1,100,2.9
22,2mgw,A,2mgwA00,1,10,8,10,48,1,1,1,1,52,999.0
11588,2ogf,A,2ogfA00,3,30,1300,20,1,1,1,1,1,118,1.89
16620,2f9y,A,2f9yA00,3,90,226,10,93,2,1,1,1,301,3.2
10529,3o5h,M,3o5hM00,3,30,70,1730,7,2,1,1,1,130,1000.0
6449,2lw3,A,2lw3A00,2,60,40,2880,1,1,1,1,1,90,999.0
5468,1e5p,A,1e5pA00,2,40,128,20,19,2,1,1,1,146,1.63
352,2aqe,A,2aqeA00,1,10,10,10,481,1,1,1,1,90,999.0
13271,2ag5,C,2ag5C00,3,40,50,720,186,2,1,1,1,244,1.84
3620,2vgl,B,2vglB00,1,25,10,10,63,1,1,1,1,579,2.59
11247,1rpy,B,1rpyB00,3,30,505,10,37,1,1,1,1,85,2.3
16486,2bqx,A,2bqxA00,3,90,80,10,1,9,1,1,1,166,1.9
12219,4xvw,L,4xvwL00,3,40,30,10,291,1,1,1,1,172,2.6
14655,1ywq,A,1ywqA00,3,40,109,10,2,2,1,1,1,199,2.3
15307,4xxv,A,4xxvA00,3,40,718,10,1,2,1,1,1,356,1.7
10550,4lvn,P,4lvnP00,3,30,70,2380,1,1,1,1,1,81,2.25
1736,3pko,B,3pkoB00,1,10,600,10,19,1,1,1,1,310,1.98
9786,3rdy,A,3rdyA00,3,30,10,10,1,2,1,1,1,67,1.84
11774,2ctl,A,2ctlA00,3,30,1370,10,30,3,1,1,1,97,999.0
15077,3t90,A,3t90A00,3,40,630,30,35,1,1,1,1,147,1.5
7587,6gy5,A,6gy5A00,2,120,10,80,1,1,1,1,1,285,1.09
11489,4trk,A,4trkA00,3,30,900,10,5,1,1,1,1,242,1.75
11476,1byr,A,1byrA00,3,30,870,10,17,1,1,1,1,152,2.0
7179,4mby,H,4mbyH00,2,60,175,10,1,1,1,1,1,273,1.48
1833,5y1i,B,5y1iB00,1,10,630,10,20,2,1,1,1,394,2.0
1192,4lws,A,4lwsA00,1,10,287,1060,13,1,1,1,1,96,2.0
2707,1xwm,A,1xwmA00,1,20,58,220,10,1,1,1,1,212,2.5
7546,3a72,A,3a72A00,2,120,10,10,5,1,1,1,1,353,1.04
16809,3o0a,A,3o0aA00,3,90,740,10,1,2,1,1,1,211,1.77
11141,2xss,A,2xssA00,3,30,450,40,42,1,1,1,1,156,2.5
3570,3k49,A,3k49A00,1,25,10,10,2,2,1,1,1,353,2.5
233,3vfz,B,3vfzB00,1,10,10,10,256,1,1,1,1,62,1.9
3299,5knh,I,5knhI00,1,20,1250,10,20,1,1,1,1,97,1.6
12066,3or5,A,3or5A00,3,40,30,10,74,1,1,1,1,140,1.66
6753,5kwr,A,5kwrA00,2,60,120,40,9,1,1,1,1,139,1.8
9731,3vk5,B,3vk5B00,3,20,20,390,3,1,1,1,1,252,1.39
10688,1bbg,A,1bbgA00,3,30,160,80,1,1,1,1,1,40,999.0
14570,2x9q,B,2x9qB00,3,40,50,11710,3,1,1,1,1,218,2.02
756,4ic9,A,4ic9A00,1,10,150,90,3,1,1,1,1,130,2.0
2599,2k8o,A,2k8oA00,1,20,5,2120,1,1,1,1,1,60,999.0
6784,1oa2,A,1oa2A00,2,60,120,180,4,2,1,1,1,217,1.5
2645,3lbx,A,3lbxA00,1,20,58,60,2,2,1,1,1,140,2.8
8479,4rt5,A,4rt5A00,3,10,180,10,61,1,1,1,1,100,1.5
4651,6j6g,i,6j6gi00,2,30,30,100,43,1,1,1,1,74,3.2
212,3aaf,A,3aafA00,1,10,10,10,205,1,1,1,1,109,1.9
13432,5y1f,A,5y1fA00,3,40,50,720,490,1,1,1,1,311,1.25
12201,3c7m,A,3c7mA00,3,40,30,10,264,1,1,1,1,195,1.55
2164,4uyp,B,4uypB00,1,10,1330,10,4,1,1,1,1,73,1.49
4975,4ybn,B,4ybnB00,2,30,110,10,72,1,1,1,1,205,1.9
15486,2a1f,C,2a1fC00,3,40,1160,10,8,2,1,1,1,237,2.1
9454,2dga,A,2dgaA00,3,20,20,80,159,7,1,1,1,491,1.8
567,3zco,A,3zcoA00,1,10,10,2450,1,1,1,1,1,127,2.7
1551,2z2f,A,2z2fA00,1,10,530,10,1,3,1,1,1,129,1.5
16213,4h09,D,4h09D00,3,80,10,10,19,1,1,1,1,371,2.5
3640,3a6p,A,3a6pA00,1,25,10,10,84,1,1,1,1,1072,2.92
7608,4ggc,A,4ggcA00,2,130,10,10,9,1,1,1,1,313,1.35
6561,1ep0,A,1ep0A00,2,60,120,10,27,2,1,1,1,183,1.5
15469,3rrl,B,3rrlB00,3,40,1080,10,2,2,1,1,1,197,2.29
3485,2o4d,A,2o4dA00,1,20,1290,10,3,2,1,1,1,140,1.85
13646,3h87,B,3h87B00,3,40,50,1010,3,2,1,1,1,138,1.49
15902,2p18,A,2p18A00,3,60,15,10,20,2,1,1,1,283,1.8
2934,2q00,B,2q00B00,1,20,120,330,17,1,1,1,1,122,2.4
11809,2oso,A,2osoA00,3,30,1380,20,4,1,1,1,1,152,1.9
10276,3ns6,A,3ns6A00,3,30,70,330,11,1,1,1,1,99,1.25
13149,5u2w,B,5u2wB00,3,40,50,720,43,3,1,1,1,245,1.55
15066,2b5g,A,2b5gA00,3,40,630,30,28,1,1,1,1,159,1.7
7357,1ojj,A,1ojjA00,2,70,100,10,2,1,1,1,1,398,1.4
11554,3ku7,B,3ku7B00,3,30,1070,10,1,1,1,1,1,58,2.8
3452,2gf4,A,2gf4A00,1,20,1270,110,1,1,1,1,1,85,2.07
1671,3cjw,A,3cjwA00,1,10,565,10,15,1,1,1,1,207,1.48
10048,2zvs,A,2zvsA00,3,30,70,20,2,2,1,1,1,81,1.65
5414,2b71,A,2b71A00,2,40,100,10,3,2,1,1,1,169,2.5
1973,2zxy,A,2zxyA00,1,10,760,10,27,1,1,1,1,86,1.15
9620,1i60,A,1i60A00,3,20,20,150,17,1,1,1,1,272,1.6
5587,4r03,A,4r03A00,2,40,128,720,1,1,1,1,1,107,1.5
11723,3h0g,K,3h0gK00,3,30,1360,10,4,4,1,1,1,119,3.65
8699,3bb9,B,3bb9B00,3,10,450,50,75,1,1,1,1,120,1.8
2376,1gu4,A,1gu4A00,1,20,5,170,27,1,1,1,1,66,1.8
8941,4tv5,A,4tv5A00,3,20,20,60,11,1,1,1,1,245,1.85
6181,5dhd,A,5dhdA00,2,60,40,290,1,1,1,1,1,98,1.27
13715,3e9d,B,3e9dB00,3,40,50,1240,5,2,1,1,1,240,2.0
5016,1pv5,A,1pv5A00,2,30,320,10,1,1,1,1,1,254,1.75
392,6a8r,A,6a8rA00,1,10,10,60,7,1,1,1,1,58,1.6
14188,3trh,G,3trhG00,3,40,50,1970,1,8,1,1,1,161,2.2
10331,4qu7,A,4qu7A00,3,30,70,330,84,1,1,1,1,81,2.5
15025,5z48,A,5z48A00,3,40,630,20,2,1,1,1,1,212,1.55
13042,1f8y,A,1f8yA00,3,40,50,450,19,1,1,1,1,156,2.4
9445,3sim,A,3simA00,3,20,20,80,154,2,1,1,1,275,2.1
630,1bh9,A,1bh9A00,1,10,20,10,42,1,1,1,1,45,2.6
14057,1tht,A,1thtA00,3,40,50,1820,132,1,1,1,1,294,2.1
6571,3dn7,B,3dn7B00,2,60,120,10,36,1,1,1,1,145,1.8
9544,3pnz,C,3pnzC00,3,20,20,140,13,1,1,1,1,327,1.6
1537,4neu,B,4neuB00,1,10,510,10,139,1,1,1,1,268,2.57
15809,3rha,A,3rhaA00,3,50,50,60,197,1,1,1,1,459,2.05
6812,2fmd,A,2fmdA00,2,60,120,200,16,3,1,1,1,232,1.9
6062,2dlt,A,2dltA00,2,60,40,10,804,1,1,1,1,106,999.0
6749,1dg6,A,1dg6A00,2,60,120,40,6,1,1,1,1,149,1.3
5274,3koj,B,3kojB00,2,40,50,140,51,1,1,1,1,88,1.9
3284,3s9d,A,3s9dA00,1,20,1250,10,10,1,1,1,1,127,2.0
16603,4zdf,B,4zdfB00,3,90,226,10,59,1,1,1,1,253,1.81
4100,2yra,A,2yraA00,2,10,70,10,57,2,1,1,1,74,999.0
15891,3rpc,A,3rpcA00,3,60,15,10,15,1,1,1,1,252,1.49
15946,1ryp,A,1rypA00,3,60,20,10,5,2,1,1,1,243,1.9
129,4k2e,B,4k2eB00,1,10,10,10,36,1,1,1,1,91,1.8
12672,5de3,A,5de3A00,3,40,50,300,108,1,1,1,1,166,1.42
12970,3u7i,A,3u7iA00,3,40,50,360,21,1,1,1,1,211,1.75
6207,2aan,A,2aanA00,2,60,40,420,24,2,1,1,1,123,1.85
17391,2i7u,A,2i7uA00,6,10,250,1010,1,1,1,1,1,62,999.0
2832,3jr8,A,3jr8A00,1,20,90,10,1,10,1,1,1,122,2.1
7068,4qhz,A,4qhzA00,2,60,120,560,17,1,1,1,1,221,2.13
17268,2z3x,A,2z3xA00,6,10,10,80,1,1,1,1,1,56,2.1
4017,5ky2,B,5ky2B00,2,10,25,10,13,1,1,1,1,40,1.47
12374,3e8s,A,3e8sA00,3,40,50,150,110,1,1,1,1,216,2.1
12181,2f8a,B,2f8aB00,3,40,30,10,244,1,1,1,1,184,1.5
15896,5iqk,A,5iqkA00,3,60,15,10,16,4,1,1,1,269,1.75
10368,1sxl,A,1sxlA00,3,30,70,330,144,1,1,1,1,97,999.0
7884,2eel,A,2eelA00,3,10,20,10,9,2,1,1,1,91,999.0
16539,4erc,A,4ercA00,3,90,190,10,19,1,1,1,1,150,1.15
6796,3lb9,A,3lb9A00,2,60,120,180,13,1,1,1,1,182,3.0
4347,2j59,N,2j59N00,2,30,29,30,48,1,1,1,1,114,2.1
4324,4hat,B,4hatB00,2,30,29,30,18,1,1,1,1,121,1.78
13200,1hxh,A,1hxhA00,3,40,50,720,131,1,1,1,1,253,1.22
10190,1naq,B,1naqB00,3,30,70,120,8,1,1,1,1,103,1.7
5898,3bfo,A,3bfoA00,2,60,40,10,124,1,1,1,1,85,1.15
11211,3ded,C,3dedC00,3,30,465,10,26,2,1,1,1,88,2.14
15724,5b4j,A,5b4jA00,3,40,1500,20,1,1,1,1,1,240,1.05
15569,2ddm,B,2ddmB00,3,40,1190,20,48,1,1,1,1,271,2.1
10643,3vyy,B,3vyyB00,3,30,160,20,21,1,1,1,1,84,2.9
6468,3u6x,S,3u6xS00,2,60,40,3320,1,1,1,1,1,105,2.6
15136,1ufh,A,1ufhA00,3,40,630,30,98,1,1,1,1,155,2.2
8363,2cye,C,2cyeC00,3,10,129,10,58,1,1,1,1,129,1.9
12146,3ic4,A,3ic4A00,3,40,30,10,193,1,1,1,1,90,1.7
10448,3h7h,B,3h7hB00,3,30,70,940,1,1,1,1,1,95,1.55
16406,4mi7,A,4mi7A00,3,90,70,170,1,1,1,1,1,124,1.65
11911,2l31,A,2l31A00,3,30,1740,10,5,1,1,1,1,112,999.0
16337,2b1m,A,2b1mA00,3,90,70,10,1,5,1,1,1,225,2.0
16721,4ecm,A,4ecmA00,3,90,550,10,4,4,1,1,1,245,2.3
4276,3vpb,E,3vpbE00,2,20,28,160,1,2,1,1,1,56,1.8
11212,2pls,A,2plsA00,3,30,465,10,26,3,1,1,1,83,2.15
3694,1nzn,A,1nznA00,1,25,40,10,63,1,1,1,1,120,2.0
13790,5jft,B,5jftB00,3,40,50,1460,3,3,1,1,1,235,2.28
4226,2rt9,A,2rt9A00,2,20,25,20,4,1,1,1,1,52,999.0
6470,3uc2,A,3uc2A00,2,60,40,3340,1,1,1,1,1,123,2.09
11653,3k12,D,3k12D00,3,30,1330,40,5,1,1,1,1,118,1.49
3881,5e75,A,5e75A00,1,25,40,390,10,1,1,1,1,506,1.36
4426,2aw4,U,2aw4U00,2,30,30,30,24,2,1,1,1,102,1000.0
8004,5e6o,C,5e6oC00,3,10,20,90,66,3,1,1,1,114,1.8
6484,4h4n,A,4h4nA00,2,60,40,3750,1,1,1,1,1,62,1.1
2486,3qwo,C,3qwoC00,1,20,5,420,7,1,1,1,1,53,1.9
2674,4fi5,A,4fi5A00,1,20,58,90,1,2,1,1,1,71,2.2
15471,1poi,B,1poiB00,3,40,1080,10,8,1,1,1,1,260,2.5
2301,1afo,A,1afoA00,1,20,5,70,2,1,1,1,1,40,999.0
4796,3khf,A,3khfA00,2,30,42,10,7,1,1,1,1,96,1.2
13970,2wue,A,2wueA00,3,40,50,1820,63,2,1,1,1,283,1.8
13975,3g02,B,3g02B00,3,40,50,1820,66,1,1,1,1,380,1.5
2746,4m1p,A,4m1pA00,1,20,58,1000,1,2,1,1,1,96,2.56
11632,5xxu,M,5xxuM00,3,30,1330,30,14,3,1,1,1,99,3.35
8635,1idp,A,1idpA00,3,10,450,50,19,1,1,1,1,147,1.45
4650,1ycy,A,1ycyA00,2,30,30,100,42,1,1,1,1,60,2.8
12957,2hpv,A,2hpvA00,3,40,50,360,14,2,1,1,1,204,2.0
14626,2f2l,A,2f2lA00,3,40,80,10,4,2,1,1,1,166,2.1
8607,1pyl,A,1pylA00,3,10,450,30,3,2,1,1,1,96,1.51
2224,1k8k,E,1k8kE00,1,10,1760,10,1,1,1,1,1,174,2.0
2607,2k6s,A,2k6sA00,1,20,5,2440,4,1,1,1,1,41,999.0
15771,1n13,B,1n13B00,3,50,20,10,2,1,1,1,1,112,1.4
15353,4dz4,A,4dz4A00,3,40,800,10,4,1,1,1,1,313,1.7
13214,3v2h,B,3v2hB00,3,40,50,720,140,4,1,1,1,222,3.0
4035,4bdx,A,4bdxA00,2,10,25,10,68,1,1,1,1,83,1.62
309,2fbh,A,2fbhA00,1,10,10,10,402,1,1,1,1,137,1.8
12444,5ynm,A,5ynmA00,3,40,50,150,231,1,1,1,1,290,1.68
11197,4wqk,A,4wqkA00,3,30,460,40,2,1,1,1,1,175,1.48
8637,3g16,B,3g16B00,3,10,450,50,21,1,1,1,1,149,1.45
11600,2g2s,A,2g2sA00,3,30,1300,40,2,1,1,1,1,64,1.2
10829,2qrd,A,2qrdA00,3,30,310,80,5,1,1,1,1,114,2.41
8221,1rtm,1,1rtm100,3,10,100,10,34,1,1,1,1,149,1.8
12995,6ebq,A,6ebqA00,3,40,50,360,49,1,1,1,1,138,1.95
4164,1x63,A,1x63A00,2,10,110,10,13,6,1,1,1,82,999.0
8412,3kg7,C,3kg7C00,3,10,129,110,10,1,1,1,1,282,2.77
2104,3hzq,A,3hzqA00,1,10,1200,120,2,1,1,1,1,94,3.82
15756,3t7y,A,3t7yA00,3,40,1690,10,4,1,1,1,1,94,2.1
6055,2mqc,A,2mqcA00,2,60,40,10,799,1,1,1,1,105,999.0
11147,3e0y,A,3e0yA00,3,30,450,40,53,1,1,1,1,153,3.1
5294,3f1z,I,3f1zI00,2,40,50,140,85,1,1,1,1,114,2.46
5603,3ir8,B,3ir8B00,2,40,155,10,2,6,1,1,1,214,1.63
12757,3trf,A,3trfA00,3,40,50,300,203,3,1,1,1,170,2.6
14164,1ac5,A,1ac5A00,3,40,50,1820,249,1,1,1,1,483,2.4
12603,6bzs,A,6bzsA00,3,40,50,300,47,2,1,1,1,230,2.3
9186,1p0k,A,1p0kA00,3,20,20,70,116,1,1,1,1,306,1.9
13111,1jmv,A,1jmvA00,3,40,50,620,75,1,1,1,1,140,1.85
11849,3cxj,A,3cxjA00,3,30,1460,10,16,1,1,1,1,138,2.8
16079,3hbc,A,3hbcA00,3,60,60,10,5,1,1,1,1,297,2.27
6260,4b96,A,4b96A00,2,60,40,710,4,2,1,1,1,151,1.91
1755,3rmg,A,3rmgA00,1,10,600,10,36,1,1,1,1,299,2.3
8885,4nir,B,4nirB00,3,20,20,20,6,1,1,1,1,264,1.77
6797,5dze,A,5dzeA00,2,60,120,200,1,1,1,1,1,199,0.97
6818,5dxd,A,5dxdA00,2,60,120,200,20,3,1,1,1,233,1.7
13630,2pr7,A,2pr7A00,3,40,50,1000,55,1,1,1,1,135,1.44
15776,4kng,E,4kngE00,3,50,30,30,3,2,1,1,1,149,2.5
9636,3p6l,A,3p6lA00,3,20,20,150,30,1,1,1,1,258,1.85
5906,3idu,B,3iduB00,2,60,40,10,140,1,1,1,1,109,1.7
8360,2egj,A,2egjA00,3,10,129,10,52,1,1,1,1,126,1.8
13805,4qaj,A,4qajA00,3,40,50,1470,1,3,1,1,1,194,1.5
13388,1spx,A,1spxA00,3,40,50,720,368,1,1,1,1,237,2.1
8580,1fx3,D,1fx3D00,3,10,420,10,3,2,1,1,1,135,2.5
2698,1t7s,A,1t7sA00,1,20,58,120,5,1,1,1,1,124,2.8
6544,4axo,B,4axoB00,2,60,120,10,2,1,1,1,1,137,1.0
15936,5le5,A,5le5A00,3,60,20,10,3,1,1,1,1,230,1.8
12767,3iuy,A,3iuyA00,3,40,50,300,215,1,1,1,1,213,2.4
11248,2izv,A,2izvA00,3,30,505,10,46,1,1,1,1,163,2.55
14308,4qpj,D,4qpjD00,3,40,50,2300,124,5,1,1,1,121,2.74
3641,1u6g,C,1u6gC00,1,25,10,10,85,1,1,1,1,1146,3.1
1262,2q24,A,2q24A00,1,10,357,10,10,1,1,1,1,170,1.8
991,2xcj,A,2xcjA00,1,10,260,40,27,1,1,1,1,84,1.8
9130,2atm,A,2atmA00,3,20,20,70,79,2,1,1,1,323,2.0
16801,1vd1,A,1vd1A00,3,90,730,10,5,2,1,1,1,203,1.8
4352,5l81,B,5l81B00,2,30,29,30,51,2,1,1,1,132,2.23
11450,4ue8,A,4ue8A00,3,30,760,10,1,1,1,1,1,162,1.1
1194,3h6p,C,3h6pC00,1,10,287,1060,16,1,1,1,1,56,1.91
3667,3upv,A,3upvA00,1,25,40,10,29,1,1,1,1,125,1.6
15020,4hps,B,4hpsB00,3,40,630,20,1,3,1,1,1,209,1.55
9482,1vff,A,1vffA00,3,20,20,80,210,1,1,1,1,423,2.5
9614,2hk0,A,2hk0A00,3,20,20,150,12,3,1,1,1,283,2.0
12953,5yob,A,5yobA00,3,40,50,360,13,1,1,1,1,148,1.14
725,6fxf,A,6fxfA00,1,10,150,50,17,1,1,1,1,65,2.05
2386,2wt7,A,2wt7A00,1,20,5,170,39,1,1,1,1,63,2.3
5151,2m2l,A,2m2lA00,2,40,50,40,23,2,1,1,1,67,999.0
8396,4gak,A,4gakA00,3,10,129,10,100,1,1,1,1,241,1.9
523,4nc7,A,4nc7A00,1,10,10,1250,1,1,1,1,1,79,2.0
2037,1g73,D,1g73D00,1,10,1170,10,5,2,1,1,1,102,2.0
12697,2h57,B,2h57B00,3,40,50,300,127,3,1,1,1,167,2.0
6385,3qzm,A,3qzmA00,2,60,40,1850,1,1,1,1,1,124,1.25
15924,3kl7,A,3kl7A00,3,60,15,10,43,1,1,1,1,215,2.3
9807,2sn3,A,2sn3A00,3,30,30,10,5,1,1,1,1,65,1.2
15128,3eo4,D,3eo4D00,3,40,630,30,88,1,1,1,1,160,2.19
7876,1igd,A,1igdA00,3,10,20,10,1,1,1,1,1,61,1.1
13614,1qs0,A,1qs0A00,3,40,50,970,55,1,1,1,1,395,2.4
5713,1wsp,A,1wspA00,2,40,240,130,2,1,1,1,1,83,2.9
14448,3oq4,E,3oq4E00,3,40,50,10190,29,1,1,1,1,96,2.4
10843,2mz8,A,2mz8A00,3,30,310,230,1,2,1,1,1,133,999.0
10757,2po1,B,2po1B00,3,30,230,70,3,2,1,1,1,267,1.94
16931,1vw4,H,1vw4H00,3,90,1180,10,5,1,1,1,1,148,1000.0
9405,4lyp,B,4lypB00,3,20,20,80,76,1,1,1,1,415,1.28
4159,1wyh,A,1wyhA00,2,10,110,10,13,1,1,1,1,72,999.0
2067,4pxh,B,4pxhB00,1,10,1200,10,18,1,1,1,1,75,2.7
1058,1mab,G,1mabG00,1,10,287,80,7,1,1,1,1,124,2.8
4594,2vc8,A,2vc8A00,2,30,30,100,2,1,1,1,1,72,1.31
6855,4bpz,A,4bpzA00,2,60,120,200,44,1,1,1,1,251,1.13
5394,2rsp,A,2rspA00,2,40,70,10,33,1,1,1,1,115,2.0
3626,4p6z,G,4p6zG00,1,25,10,10,70,1,1,1,1,587,3.0
9808,2yc1,C,2yc1C00,3,30,30,10,5,2,1,1,1,65,1.9
14094,2i3d,B,2i3dB00,3,40,50,1820,171,1,1,1,1,214,1.5
5917,5e56,A,5e56A00,2,60,40,10,154,1,1,1,1,116,1.5
1578,139l,A,139lA00,1,10,530,40,4,1,1,1,1,162,1.7
15384,1f9v,A,1f9vA00,3,40,850,10,1,1,1,1,1,313,1.3
2292,1deb,B,1debB00,1,20,5,10,2,1,1,1,1,53,2.4
10075,6cbu,A,6cbuA00,3,30,70,100,1,1,1,1,1,96,1.2
13094,5ol2,B,5ol2B00,3,40,50,620,53,2,1,1,1,260,3.1
6361,1n9p,A,1n9pA00,2,60,40,1400,1,1,1,1,1,189,1.8
12003,4nmu,D,4nmuD00,3,40,30,10,16,2,1,1,1,136,1.35
17105,4h10,B,4h10B00,4,10,280,10,11,1,1,1,1,63,2.4
4115,2arp,A,2arpA00,2,10,90,10,3,2,1,1,1,105,2.0
11228,5gjh,A,5gjhA00,3,30,505,10,5,1,1,1,1,97,1.2
16459,3fcm,A,3fcmA00,3,90,79,10,48,1,1,1,1,176,2.2
13868,4pr3,A,4pr3A00,3,40,50,1580,23,1,1,1,1,198,2.61
13680,2vpt,A,2vptA00,3,40,50,1110,9,1,1,1,1,198,1.4
9644,4ovx,A,4ovxA00,3,20,20,150,37,1,1,1,1,262,2.25
10925,1iv0,A,1iv0A00,3,30,420,140,5,1,1,1,1,98,999.0
7903,1vjk,A,1vjkA00,3,10,20,30,7,1,1,1,1,88,1.51
12300,5lhm,A,5lhmA00,3,40,50,150,7,1,1,1,1,213,1.31
1731,4lfg,A,4lfgA00,1,10,600,10,18,1,1,1,1,290,1.76
13343,1g0o,A,1g0oA00,3,40,50,720,275,3,1,1,1,272,1.7
16050,2jfr,A,2jfrA00,3,60,40,10,1,1,1,1,1,234,0.83
2294,1jy2,O,1jy2O00,1,20,5,50,1,1,1,1,1,51,1.4
690,1z3e,B,1z3eB00,1,10,150,20,7,1,1,1,1,67,1.5
3210,4fbz,A,4fbzA00,1,20,1070,10,1,4,1,1,1,238,2.7
8188,3ubu,B,3ubuB00,3,10,100,10,15,5,1,1,1,125,1.91
9300,2pe4,A,2pe4A00,3,20,20,70,224,1,1,1,1,417,2.0
11396,3m5b,A,3m5bA00,3,30,710,10,12,1,1,1,1,109,2.0
1652,3up3,A,3up3A00,1,10,565,10,3,1,1,1,1,242,1.25
8661,4lmi,B,4lmiB00,3,10,450,50,44,1,1,1,1,135,1.8
14634,3ep1,A,3ep1A00,3,40,80,10,10,1,1,1,1,167,2.1
15399,1t5c,B,1t5cB00,3,40,850,10,4,5,1,1,1,310,2.5
17047,4q4w,4,4q4w400,4,10,80,10,1,1,1,1,1,57,1.4
449,4ndl,B,4ndlB00,1,10,10,60,124,1,1,1,1,45,3.5
3056,4geh,A,4gehA00,1,20,120,1950,1,1,1,1,1,198,1.95
17338,4umo,A,4umoA00,6,10,140,1910,1,1,1,1,1,75,3.0
7705,3ixc,A,3ixcA00,2,160,10,10,2,2,1,1,1,166,1.61
13354,6b9u,B,6b9uB00,3,40,50,720,292,1,1,1,1,242,1.8
6991,1gqp,A,1gqpA00,2,60,120,260,83,1,1,1,1,180,2.2
15577,4du5,B,4du5B00,3,40,1190,20,58,1,1,1,1,286,2.7
16694,2wds,A,2wdsA00,3,90,470,20,1,1,1,1,1,123,1.35
14967,4ygm,B,4ygmB00,3,40,470,10,6,1,1,1,1,218,1.85
